individual,location,fitness
512,0,1.006937
513,0,1.006937
514,0,0.981841
515,0,1.006937
516,0,0.977002
517,0,1.006937
518,0,1.006937
519,0,1.006937
520,0,1.006937
521,0,1.011924
522,0,1.006937
523,0,1.006937
524,0,1.006937
525,1,1.006937
526,0,1.006937
527,0,1.006937
528,0,1.006937
529,0,1.006937
530,0,1.006937
531,0,0.977002
532,1,1.006937
533,0,1.006937
534,0,0.981841
535,0,0.977002
536,0,1.006937
537,0,1.006937
538,0,0.977002
539,0,1.006937
540,0,1.006937
541,0,1.006937
542,0,1.006937
543,2,1.003570
544,0,1.003570
545,0,1.006937
546,1,1.006937
547,0,1.006937
548,0,1.006937
549,0,1.006937
550,0,1.006937
551,0,1.006937
552,1,1.006937
553,0,1.006937
554,0,1.006937
555,0,1.006937
556,0,1.006937
557,0,1.006937
558,0,0.973736
559,0,1.006937
560,0,0.977002
561,0,1.006937
562,0,1.006937
563,0,0.977002
564,0,1.006937
565,0,1.006937
566,0,1.011924
567,0,1.006937
568,0,1.006937
569,0,1.006937
570,0,1.006937
571,0,1.006937
572,1,0.977002
573,0,1.006937
574,0,1.006937
575,0,1.006937
576,0,1.006937
577,0,1.006937
578,0,1.006937
579,0,1.011924
580,1,1.006937
581,0,1.006937
582,0,1.006937
583,0,1.006937
584,0,1.006937
585,0,1.006937
586,1,1.006937
587,0,1.006937
588,0,1.006937
589,0,0.981841
590,2,0.977002
591,0,1.006937
592,0,1.006937
593,0,1.006937
594,0,1.006937
595,1,1.006937
596,2,1.006937
597,0,1.006937
598,0,1.006937
599,0,1.006937
600,0,1.006937
601,0,1.006937
602,0,1.006937
603,0,1.006937
604,0,1.006937
605,0,1.006937
606,1,1.006937
607,0,1.006937
608,0,1.011924
609,0,0.977002
610,0,1.006937
611,0,1.006937
612,0,1.006937
613,0,1.006937
614,0,1.006937
615,0,1.006937
616,0,1.006937
617,0,1.006937
618,0,1.006937
619,0,0.947067
620,0,1.006937
621,0,1.006937
622,0,1.011924
623,0,1.006937
624,1,1.006937
625,0,1.006937
626,0,1.011924
627,0,1.006937
628,0,1.006937
629,0,1.011924
630,1,1.006937
631,0,1.006937
632,2,1.006937
633,0,0.977002
634,0,1.006937
635,0,1.006937
636,0,1.006937
637,1,1.011924
638,0,0.977002
639,0,1.006937
640,0,1.006937
641,0,1.006937
642,0,1.016911
643,1,1.006937
644,0,0.973736
645,3,1.006937
646,0,1.006937
647,0,1.006937
648,3,1.006937
649,0,1.006937
650,0,1.006937
651,0,1.006937
652,0,1.006937
653,1,1.006937
654,0,1.006937
655,0,1.006937
656,0,1.011924
657,0,1.006937
658,0,0.977002
659,0,1.006937
660,0,1.006937
661,0,1.006937
662,0,1.011924
663,3,1.003570
664,2,1.006937
665,0,1.006937
666,0,1.006937
667,0,0.977002
668,0,1.006937
669,0,0.977002
670,0,1.006937
671,0,1.006937
672,0,1.003570
673,0,1.006937
674,0,1.011924
675,0,1.011924
676,0,1.006937
677,1,1.006937
678,0,1.006937
679,0,0.977002
680,0,1.006937
681,0,1.006937
682,1,0.977002
683,0,1.011924
684,0,1.006937
685,0,1.006937
686,0,1.006937
687,0,0.977002
688,0,1.006937
689,0,1.006937
690,0,1.006937
691,0,1.006937
692,1,1.006937
693,2,0.977002
694,0,1.006937
695,1,1.011924
696,1,1.006937
697,0,0.977002
698,0,1.006937
699,0,1.006937
700,0,1.006937
701,0,1.006937
702,1,1.006937
703,0,1.006937
704,0,1.003570
705,0,1.006937
706,0,1.006937
707,0,1.006937
708,0,1.006937
709,0,1.003570
710,0,1.006937
711,0,0.977002
712,0,0.977002
713,0,1.006937
714,0,1.006937
715,3,1.006937
716,2,1.006937
717,0,1.006937
718,0,1.011924
719,0,1.006937
720,0,1.006937
721,0,0.977002
722,0,1.011924
723,0,0.977002
724,0,1.006937
725,0,0.977002
726,0,1.006937
727,1,1.011924
728,0,1.006937
729,0,0.977002
730,0,1.006937
731,0,0.977002
732,0,1.006937
733,0,1.006937
734,0,0.981841
735,0,1.006937
736,0,1.006937
737,0,1.006937
738,0,1.003570
739,0,1.006937
740,0,0.947067
741,0,1.006937
742,0,0.977002
743,0,1.006937
744,0,1.006937
745,0,0.977002
746,0,1.006937
747,1,1.006937
748,1,1.006937
749,1,1.006937
750,0,0.977002
751,0,1.006937
752,0,1.006937
753,0,1.006937
754,0,1.006937
755,1,1.006937
756,2,0.977002
757,0,1.006937
758,0,1.006937
759,1,0.977002
760,0,1.006937
761,2,1.006937
762,0,1.006937
763,0,1.003570
764,0,1.006937
765,0,1.006937
766,0,1.011924
767,0,1.006937
768,2,1.006937
769,0,1.006937
770,0,1.006937
771,1,0.977002
772,0,1.011924
773,0,1.006937
774,1,1.006937
775,0,1.006937
776,0,1.011924
777,2,1.006937
778,2,1.006937
779,1,1.006937
780,0,1.006937
781,0,1.006937
782,2,1.006937
783,0,1.006937
784,0,1.006937
785,0,1.006937
786,0,1.006937
787,0,1.006937
788,0,1.006937
789,0,0.977002
790,0,1.006937
791,0,1.006937
792,1,1.006937
793,0,1.011924
794,0,1.006937
795,0,1.006937
796,0,1.006937
797,0,1.006937
798,0,1.006937
799,0,1.006937
800,0,0.977002
801,0,1.006937
802,0,0.977002
803,0,1.006937
804,0,0.977002
805,0,1.006937
806,0,1.006937
807,0,1.006937
808,0,1.006937
809,0,1.006937
810,0,1.006937
811,0,1.006937
812,0,1.006937
813,0,1.006937
814,0,1.006937
815,1,1.006937
816,0,1.006937
817,0,1.006937
818,0,1.006937
819,0,1.006937
820,0,1.006937
821,0,1.006937
822,0,1.006937
823,1,1.006937
824,0,1.006937
825,0,1.011924
826,0,1.006937
827,2,1.006937
828,0,1.006937
829,0,1.006937
830,1,1.006937
831,0,1.006937
832,0,1.006937
833,2,1.006937
834,0,0.977002
835,0,1.006937
836,0,1.006937
837,0,1.003570
838,0,1.006937
839,0,1.006937
840,1,1.006937
841,1,1.006937
842,0,1.011924
843,0,1.006937
844,2,1.006937
845,1,1.006937
846,0,1.006937
847,0,0.977002
848,0,1.006937
849,0,1.006937
850,0,1.006937
851,2,1.006937
852,2,1.006937
853,1,1.006937
854,0,1.006937
855,0,1.006937
856,0,1.006937
857,2,1.011924
858,0,0.977002
859,0,1.006937
860,2,1.006937
861,1,1.006937
862,0,1.011924
863,0,1.006937
864,2,1.006937
865,0,0.973736
866,0,1.006937
867,0,1.006937
868,0,1.006937
869,1,0.981841
870,0,1.006937
871,0,1.006937
872,0,1.006937
873,1,1.006937
874,0,1.006937
875,1,1.003570
876,0,1.006937
877,0,1.006937
878,0,0.981841
879,0,1.006937
880,0,1.006937
881,0,1.006937
882,0,1.006937
883,0,1.003570
884,0,1.006937
885,1,1.006937
886,1,1.006937
887,0,1.006937
888,0,1.006937
889,0,1.003570
890,0,1.006937
891,0,1.011924
892,0,0.977002
893,0,1.006937
894,0,1.006937
895,0,1.006937
896,0,1.006937
897,0,1.006937
898,0,1.006937
899,0,1.011924
900,0,1.006937
901,1,1.006937
902,0,1.006937
903,2,1.006937
904,0,0.977002
905,0,1.006937
906,0,1.006937
907,0,1.006937
908,0,1.004953
909,0,1.006937
910,0,1.006937
911,0,1.006937
912,1,1.006937
913,0,1.011924
914,0,1.006937
915,0,1.011924
916,0,1.006937
917,0,1.006937
918,0,1.006937
919,0,1.006937
920,0,1.008541
921,0,1.006937
922,0,0.977002
923,0,1.006937
924,1,1.006937
925,0,1.006937
926,0,1.006937
927,0,1.006937
928,0,1.006937
929,0,1.006937
930,0,1.008541
931,0,1.006937
932,0,1.006937
933,0,1.006937
934,0,1.006937
935,0,1.006937
936,1,1.006937
937,0,1.006937
938,1,1.006937
939,0,1.006937
940,2,1.006937
941,1,0.977002
942,2,1.006937
943,0,1.006937
944,0,1.006937
945,0,1.006937
946,0,0.981841
947,0,1.006937
948,0,1.011924
949,0,1.006937
950,0,1.006937
951,0,1.006937
952,0,1.006937
953,0,1.011924
954,0,1.006937
955,0,1.011924
956,0,1.006937
957,1,0.977002
958,1,1.006937
959,1,1.006937
960,0,1.006937
961,0,1.006937
962,1,1.011924
963,0,1.006937
964,0,1.006937
965,0,1.006937
966,0,1.006937
967,0,0.977002
968,0,1.006937
969,0,1.006937
970,1,1.006937
971,0,1.006937
972,0,1.006937
973,0,1.006937
974,0,0.981841
975,1,1.006937
976,0,0.977002
977,0,0.977002
978,0,1.006937
979,3,1.011924
980,0,1.006937
981,0,1.011924
982,1,1.006937
983,0,1.006937
984,0,1.006937
985,0,0.981841
986,3,1.006937
987,0,0.977002
988,2,0.981841
989,0,1.006937
990,0,1.003570
991,0,1.011924
992,0,1.006937
993,0,1.006937
994,0,1.006937
995,0,1.006937
996,0,1.000000
997,2,1.006937
998,1,1.006937
999,1,1.006937
1000,1,1.006937
1001,1,1.006937
1002,1,1.006937
1003,2,1.006937
1004,1,1.006937
1005,1,1.006937
1006,1,1.006937
1007,2,1.006937
1008,1,1.006937
1009,1,1.006937
1010,1,1.006937
1011,2,1.003570
1012,1,1.006937
1013,2,1.006937
1014,1,0.977002
1015,1,1.006937
1016,1,1.006937
1017,1,1.006937
1018,1,1.006937
1019,1,0.977002
1020,1,1.011924
1021,1,1.003570
1022,1,1.006937
1023,1,1.006937
1024,1,1.006937
1025,1,1.006937
1026,1,1.006937
1027,1,1.006937
1028,1,1.006937
1029,1,1.006937
1030,1,1.006937
1031,1,1.006937
1032,1,1.006937
1033,1,1.006937
1034,2,1.011924
1035,1,1.006937
1036,1,1.006937
1037,1,1.006937
1038,1,1.006937
1039,1,1.006937
1040,1,1.006937
1041,1,1.006937
1042,1,1.006937
1043,0,0.977002
1044,1,1.006937
1045,1,1.006937
1046,1,1.006937
1047,1,1.011924
1048,3,1.003570
1049,1,1.011924
1050,1,1.006937
1051,1,1.006937
1052,0,1.006937
1053,2,1.006937
1054,1,1.006937
1055,0,0.977002
1056,1,1.011924
1057,1,0.977002
1058,1,1.006937
1059,1,1.006937
1060,1,1.006937
1061,2,1.006937
1062,1,1.006937
1063,1,1.006937
1064,0,0.977002
1065,2,1.006937
1066,1,1.006937
1067,1,1.006937
1068,1,1.006937
1069,1,0.977002
1070,1,1.006937
1071,3,1.006937
1072,1,1.006937
1073,1,1.006937
1074,1,1.006937
1075,1,1.006937
1076,1,1.006937
1077,2,1.006937
1078,3,1.011924
1079,1,0.977002
1080,1,1.006937
1081,1,1.011924
1082,1,1.006937
1083,1,1.006937
1084,0,1.006937
1085,3,1.006937
1086,1,1.006937
1087,1,1.006937
1088,2,1.006937
1089,1,0.977002
1090,0,1.006937
1091,1,1.006937
1092,0,0.977002
1093,3,0.977002
1094,1,1.006937
1095,1,1.006937
1096,1,1.011924
1097,1,1.006937
1098,2,1.006937
1099,1,1.006937
1100,1,1.006937
1101,1,1.006937
1102,1,1.011924
1103,3,1.006937
1104,1,1.011924
1105,1,1.006937
1106,1,1.006937
1107,1,1.006937
1108,2,1.006937
1109,1,1.006937
1110,1,1.006937
1111,1,1.006937
1112,1,0.977002
1113,3,1.011924
1114,1,1.006937
1115,1,1.006937
1116,1,1.006937
1117,1,1.006937
1118,1,0.977002
1119,1,1.006937
1120,1,1.006937
1121,1,0.977002
1122,1,1.006937
1123,3,1.006937
1124,1,1.006937
1125,1,1.006937
1126,1,1.006937
1127,3,1.006937
1128,1,1.006937
1129,1,1.006937
1130,2,1.006937
1131,1,0.977002
1132,1,1.006937
1133,2,1.006937
1134,1,1.006937
1135,1,1.006937
1136,1,1.006937
1137,0,1.006937
1138,1,1.006937
1139,1,0.977002
1140,1,1.006937
1141,1,1.006937
1142,1,1.011924
1143,1,1.011924
1144,1,1.006937
1145,1,0.947067
1146,0,1.003570
1147,1,1.006937
1148,1,1.006937
1149,3,0.977002
1150,1,1.006937
1151,2,1.006937
1152,1,0.977002
1153,1,1.006937
1154,0,0.977002
1155,1,0.947067
1156,1,0.977002
1157,1,1.006937
1158,1,1.000204
1159,0,1.006937
1160,3,1.006937
1161,1,1.011924
1162,1,1.006937
1163,0,1.006937
1164,1,1.006937
1165,1,1.006937
1166,1,1.006937
1167,1,1.006937
1168,2,1.006937
1169,1,0.977002
1170,1,1.006937
1171,1,0.977002
1172,1,1.006937
1173,1,1.006937
1174,1,1.011924
1175,1,1.006937
1176,1,1.006937
1177,0,1.006937
1178,1,1.016911
1179,1,1.006937
1180,1,1.003570
1181,1,1.006937
1182,1,1.006937
1183,1,1.006937
1184,1,1.006937
1185,1,1.006937
1186,2,0.977002
1187,1,1.006937
1188,1,1.006937
1189,1,1.006937
1190,0,1.006937
1191,1,0.977002
1192,1,1.006937
1193,1,1.006937
1194,1,1.006937
1195,0,1.006937
1196,1,1.006937
1197,1,1.006937
1198,1,1.011924
1199,1,1.006937
1200,3,0.981841
1201,1,0.977002
1202,1,1.006937
1203,1,1.006937
1204,1,1.011924
1205,1,1.006937
1206,1,1.006937
1207,1,1.006937
1208,1,1.006937
1209,1,1.006937
1210,1,1.011924
1211,1,1.003570
1212,1,1.006937
1213,1,1.006937
1214,1,1.006937
1215,1,0.977002
1216,1,1.006937
1217,3,1.006937
1218,1,1.006937
1219,2,0.977002
1220,1,1.006937
1221,1,0.977002
1222,1,1.006937
1223,0,1.006937
1224,0,1.006937
1225,1,0.977002
1226,1,1.006937
1227,1,1.006937
1228,1,1.006937
1229,1,1.006937
1230,1,1.006937
1231,1,1.006937
1232,2,1.006937
1233,0,1.006937
1234,3,1.011924
1235,3,0.981841
1236,3,1.006937
1237,1,1.006937
1238,1,1.006937
1239,0,1.003570
1240,1,1.011924
1241,1,1.011924
1242,1,1.006937
1243,1,1.006937
1244,1,1.006937
1245,1,1.006937
1246,1,1.006937
1247,1,1.006937
1248,1,0.981841
1249,0,1.006937
1250,1,1.006937
1251,1,1.006937
1252,1,1.006937
1253,1,1.006937
1254,1,1.006937
1255,2,0.977002
1256,0,1.011924
1257,1,1.006937
1258,1,1.006937
1259,1,1.006937
1260,1,1.006937
1261,1,0.977002
1262,1,1.006937
1263,1,1.006937
1264,2,1.003570
1265,1,0.977002
1266,1,1.006937
1267,1,1.006937
1268,1,1.006937
1269,1,0.977002
1270,0,1.011924
1271,1,0.977002
1272,1,1.006937
1273,1,0.981841
1274,1,1.006937
1275,1,0.977002
1276,1,1.006937
1277,1,1.003570
1278,1,1.006937
1279,1,1.006937
1280,1,1.011924
1281,1,0.977002
1282,1,1.006937
1283,2,1.006937
1284,2,0.977002
1285,1,1.006937
1286,0,1.006937
1287,1,1.006937
1288,1,1.006937
1289,1,0.977002
1290,1,1.006937
1291,1,1.006937
1292,3,1.006937
1293,2,0.977002
1294,1,1.006937
1295,1,1.006937
1296,1,1.006937
1297,1,1.006937
1298,1,1.006937
1299,1,0.977002
1300,1,1.011924
1301,1,1.006937
1302,1,1.006937
1303,0,1.006937
1304,1,1.006937
1305,1,1.006937
1306,0,1.006937
1307,1,1.011924
1308,1,0.977002
1309,1,1.006937
1310,1,1.006937
1311,1,1.011924
1312,1,1.006937
1313,0,1.006937
1314,1,1.006937
1315,0,1.006937
1316,1,1.000000
1317,3,1.006937
1318,1,0.981841
1319,1,1.006937
1320,1,0.977002
1321,3,1.006937
1322,2,0.977002
1323,1,1.006937
1324,1,0.977002
1325,1,0.947067
1326,2,1.006937
1327,1,1.000000
1328,1,1.006937
1329,1,1.006937
1330,1,1.006937
1331,1,1.006937
1332,1,0.977002
1333,1,1.003570
1334,0,1.006937
1335,1,1.006937
1336,3,1.006937
1337,1,1.006937
1338,1,1.006937
1339,1,1.006937
1340,3,1.006937
1341,0,1.006937
1342,1,1.006937
1343,1,1.006937
1344,2,1.006937
1345,1,1.006937
1346,1,1.006937
1347,1,1.006937
1348,1,1.011924
1349,1,1.006937
1350,2,1.006937
1351,1,0.977002
1352,1,0.947067
1353,2,1.006937
1354,1,1.006937
1355,0,1.006937
1356,2,1.006937
1357,1,1.006937
1358,1,1.006937
1359,1,1.006937
1360,3,1.006937
1361,1,1.006937
1362,1,1.006937
1363,1,1.006937
1364,1,1.006937
1365,1,1.006937
1366,1,1.006937
1367,0,1.006937
1368,1,1.006937
1369,1,1.006937
1370,1,1.006937
1371,1,1.006937
1372,1,1.006937
1373,1,1.006937
1374,1,1.006937
1375,1,1.006937
1376,1,1.006937
1377,1,1.011924
1378,1,1.006937
1379,1,1.006937
1380,1,1.006937
1381,1,0.977002
1382,1,1.006937
1383,1,1.006937
1384,1,1.006937
1385,1,1.006937
1386,1,0.977002
1387,1,1.006937
1388,3,1.011924
1389,1,1.011924
1390,1,1.006937
1391,1,1.006937
1392,1,0.977002
1393,1,1.006937
1394,1,1.006937
1395,1,1.006937
1396,1,1.006937
1397,1,1.006937
1398,2,1.006937
1399,1,1.006937
1400,1,0.977002
1401,2,1.006937
1402,1,1.011924
1403,1,0.977002
1404,1,1.006937
1405,1,1.006937
1406,1,1.011924
1407,0,1.006937
1408,1,0.977002
1409,1,1.006937
1410,1,1.006937
1411,2,1.006937
1412,1,0.977002
1413,0,1.006937
1414,1,1.011924
1415,1,0.977002
1416,0,0.981841
1417,1,1.006937
1418,1,1.006937
1419,1,0.977002
1420,1,1.006937
1421,1,1.011924
1422,1,0.977002
1423,1,1.006937
1424,1,1.011924
1425,0,1.006937
1426,1,1.006937
1427,1,0.977002
1428,0,1.006937
1429,1,1.006937
1430,1,0.977002
1431,1,1.006937
1432,1,1.006937
1433,1,1.006937
1434,1,1.006937
1435,2,1.006937
1436,1,1.006937
1437,1,0.977002
1438,0,0.977002
1439,1,1.006937
1440,1,1.006937
1441,1,1.011924
1442,3,1.006937
1443,0,0.977002
1444,1,1.006937
1445,1,1.006937
1446,1,0.951758
1447,2,1.006937
1448,2,0.977002
1449,0,1.006937
1450,1,0.977002
1451,1,1.006937
1452,1,1.003570
1453,1,1.006937
1454,1,1.006937
1455,1,1.006937
1456,1,1.011924
1457,1,1.006937
1458,1,1.006937
1459,1,1.006937
1460,1,1.006937
1461,1,0.977002
1462,0,1.006937
1463,2,1.006937
1464,1,1.006937
1465,1,0.977002
1466,1,1.006937
1467,1,1.006937
1468,3,1.006937
1469,1,0.977002
1470,1,1.006937
1471,1,1.006937
1472,1,1.006937
1473,1,1.006937
1474,1,1.006937
1475,1,1.006937
1476,1,1.006937
1477,1,1.011924
1478,0,1.006937
1479,0,0.981841
1480,3,1.006937
1481,1,1.011924
1482,1,1.006937
1483,1,1.011924
1484,1,1.006937
1485,1,1.011924
1486,1,1.006937
1487,1,1.011924
1488,0,0.977002
1489,1,1.006937
1490,1,1.006937
1491,2,1.006937
1492,2,1.006937
1493,1,1.006937
1494,1,1.006937
1495,3,1.006937
